1;"01 MR LE PRESIDENT";;
2;"02 MR LE DIRECTEUR";;
201;"SYNDICAT BOUCHET";;
207;"SYNDICAT VINSOBRES";;
215;"SYN MIRABEL/PIEGON";;
3;"ADMINISTRATEUR";;
4;"04 ANIMATEUR";;
401;"CONSEIL DU PRESIDENT";;
402;"BUREAU SGV";;
403;"ADMINISTRATEURS SGV";;
"403DE";"ADMINIS. DEGUS.";;
"403S";"ADM. SGV SUPPLEANT";;
421;"421 PRES. SYNDICAT";;
4305;"ADM GRIGNAN";;
4306;"ADM NYONS";;
4308;"ADM PONT ST ESPRIT";;
4309;"ADM LUSSAN";;
4310;"ADM BAGNOLS/CEZE";;
4311;"ADM REMOULINS";;
4312;"ADM ROQUEMAURE";;
4313;"ADM ARAMON";;
4314;"ADM VILLENEUVE";;
4315;"ADM BOLLENE";;
4316;"ADM VALREAS";;
4317;"ADM VAISON L/ROMAINE";;
4318;"ADM ORANGE OUEST";;
4319;"ADM BEAUMES/VENISE";;
4320;"ADM BEDARRIDES";;
4321;"ADM CARPENTRAS";;
4322;"ADM AVIGNON";;
4323;"ADM L'ISLE/LA SORGUE";;
4324;"ADM CAVAILLON";;
4325;"ADM BOURG ST ANDEOL";;
4328;"ADM ORANGE EST";;
"43L35";"ADM AOC CHAT. PAPE";;
"43L38";"ADM AOC GIGONDAS";;
"43L42";"ADM AOC TAVEL";;
"43L43";"ADM AOC LIRAC";;
"43L44";"ADM AOC VACQUEYRAS";;
"43L73";"ADM VDN BEAUMES/VENI";;
"43L76";"ADM CHATEAU-GRILLET";;
"43L77";"ADM AOC CONDRIEU";;
"43L78";"ADM AOC CORNAS";;
"43L79";"ADM AOC COTE ROTIE";;
"43L80";"ADM AOC CROZES-HERMI";;
"43L82";"ADM AOC HERMITAGE";;
"43L84";"ADM AOC ST JOSEPH";;
"43L86";"ADM AOC ST PERAY";;
"43S";"ADM SUPP RHONE LOIRE";;
"43S02";"ADM SUPP TAIN L'HER.";;
"43S04";"ADM SUPP ST PAUL 3 C";;
"43S05";"ADM SUPP GRIGNAN";;
"43S06";"ADM SUPP NYONS";;
"43S08";"ADM SUPP PONT ST ES.";;
"43S09";"ADM SUPP LUSSAN";;
"43S10";"ADM SUPP BAGNOLS";;
"43S11";"ADM SUPP REMOULINS";;
"43S12";"ADM SUPP ROQUEMAURE";;
"43S13";"ADM SUPP ARAMON";;
"43S14";"ADM SUPP VILLENEUVE";;
"43S15";"ADM SUPP BOLLENE";;
"43S16";"ADM SUPP VALREAS";;
"43S17";"ADM SUPP VAISON/ROMA";;
"43S18";"ADM SUPP ORAN. OUEST";;
"43S19";"ADM SUPP BEAUMES/VEN";;
"43S20";"ADM SUPP BEDARRIDES";;
"43S21";"ADM SUPP CARPENTRAS";;
"43S22";"ADM SUPP AVIGNON";;
"43S23";"ADM SUPP L'ISLE/SORG";;
"43S24";"ADM SUPP CAVAILLON";;
"43S25";"ADM SUPP BOURG ST AN";;
"43S26";"ADM SUPP ST PERAY";;
"43S27";"ADM SUPP TOURNON";;
"43S28";"ADM SUPP ORANGE EST";;
"44AL";"RES COM LOCALES";;
"44AV";"RES COM VILLAGES";;
"44CC";"RES COM CAVES COOP";;
"44CP";"RES COM CAVES PARTI";;
"44E";"RES COM ECONOMIQUE";;
"44F";"RES COM FORMATION";;
"44I";"RES COM INFORMATION";;
"44JF";"RES COM JURIQUE/FISC";;
"44JV";"RES COM JEUNES VIGNE";;
"44P";"RES COM PROMOTION";;
"44T";"RES COM TECHNIQUE";;
"45AL";"SECRET COM LOCALES";;
"45AV";"SECRET COM VILLAGES";;
"45CC";"SECRET COM COOPERATI";;
"45CP";"SECRET COM PARTICULI";;
"45E";"SECRET COM ECONOMIQU";;
"45F";"SECRET COM FORMATION";;
"45I";"SEC. COM INFORMATION";;
"45JF";"SECRET COM JURI/FISC";;
"45JV";"SECRET COM JEUNES VI";;
"45P";"SECRET COM PROMOTION";;
"45T";"SECRET COM TECHNIQUE";;
5;"05 MM LES PRES DIREC";;
500;"CLIENTS CAPSULES";;
501;"REGISTRE";;
6;"MADAME";;
692;"ADHERENTS SEPT/C.D.R.";;
7;"MM CIAL ET EXPORT";;
830;"SYNDICAT DE BOLLENE";;
831;"SYNDICAT DE COURTHEZON";;
832;"SYND CHAT9 GADAGNE";;
833;"COOP CHATO9 GADAGNE";;
"A202";"DELEGUE CAN TAIN";;
"A203";"DELEGUE CAN LORIOL";;
"A204";"DELEGUE CAN ST PAUL";;
"A205";"DELEGUE CAN GRIGNAN";;
"A206";"DELEGUE CAN NYONS";;
"A308";"DELEGUE CAN PONT ST";;
"A309";"DELEGUE CAN LUSSAN";;
"A310";"DELEGUE CAN BAGNOLS";;
"A311";"DELEGUE CAN REMOULIN";;
"A312";"DELEGUE CAN ROQUEMAU";;
"A313";"DELEGUE CAN ARAMON";;
"A314";"DELEGUE CAN VILLENEU";;
"A4";"DELEGUE CHAT GRILLET";;
"A601";"DELEGUE CAN AMPUIS";;
"A602";"DELEGUE CAN CONDRIEU";;
"A725";"DELEGUE CAN BOURG";;
"A726";"DELEGUE CAN ST PERAY";;
"A727";"DELEGUE CAN TOURNON";;
"A815";"DELEGUE CAN BOLLENE";;
"A816";"DELEGUE CAN VALREAS";;
"A817";"DELEGUE CAN VAISON";;
"A818";"DELEGUE CAN ORAN OUE";;
"A819";"DELEGUE CAN BEAUMES";;
"A820";"DELEGUE CAN BEDARRI.";;
"A821";"DELEGUE CAN CARPENT.";;
"A822";"DELEGUE CAN AVIGNON";;
"A823";"DELEGUE CAN ISLE";;
"A824";"DELEGUE CAN CAVAILLO";;
"A828";"DELEGUE CAN ORAN EST";;
"ABONN";"ABONNEMENT";"Abonnement";
"ACC1";"AC COOP CDR";;
"ACC2";"AC COOP AUTRES";;
"ACP1";"AC PART CDR";;
"ACP2";"AC PART AUTRES";;
"ARRAC";"ARRACHE VA REPLANT";;
"BINOM";"BINOME";;
"BNPA";"BNPA HOMONYME";;
"CATGV";"CATGV C.A. ASSO TGV";;
"CCAIR";"CAVE COOP AIRE";"Cave coopérative aire";
"CCCDR";"C. COOP AGREM CDR";"Cave coopérative Cote du Rhone";
"CCTUL";"CCTULETE";;
"CCVIN";"CCVINSOBRES";;
"CDRCO";"NA CDR COURTHEZON";;
"CELD2";"CELDI COMMERCIAUX";;
"CELD3";"CELDI INVITES EXT";;
"CELDA";"CELDA CHARTE EXCELL";;
"CELDB";"CELDB ENVIR. EFFL.";;
"CELDC";"CELDC DOCUMENTS DIV.";;
"CELDD";"CELDD CELL HARMONISA";;
"CELDE";"GROUPE DOCUMENTS";;
"CELDF";"MARQUAGE DES LOTS";;
"CELDG";"GROUPE RUBRIQUES";;
"CELDH";"EMB.RECUP.P.V.";;
"CELDI";"CELDI CELLULE DR COO";;
"CELDJ";"CELDJ REMU APPORTS";;
"CENCO";"CENCO CENTRE COMPTAB";;
"CENGA";"CENGA CENTRE GESTION";;
"CG1";"EXPEDITEUR CANEVAS CONGRES";;
"CGV";"CONDIT GAL VENTE";;
"CGV+";"CONDI GAL VENTE PLUS";;
"CHPCO";"NA CHP COURTHEZON";;
"CHPFE";"NA CHP FEDERATION";;
"CHPSI";"NA CHP SIDVAOC";;
"CI2011";"CONTROLE INTERNE 2011";;
"CI2012";"CONTROLE INTERNE 2012";;
"CI2013";"CONTROLE INTERNE 2013";;
"CI2014";"CONTROLE INTERNE 2014";;
"clacp";;;
"CLACP";"CAVE PART CLAIRETTE";;
"clacp";"clacp cava part clairette";;
"clacp";"CLACP CAVE PART CLAIRETTE";;
"COCON";"COMITE ORGA CONGRES";;
"COE";"CAVES COOPERATIVES EXTERIEURES";;
"COMC1";"COM CAV COOP GENERAL";;
"COMC2";"COM CAV COOP BUREAU";;
"COMC3";"COM.CAVE COOP.P.V.";;
"COMCP";"COM CAVES PART GENER";;
"COME1";"COM ECONOMI GENERALE";;
"COME2";"COME2";;
"COMEN";"COMEN COM ENRICHISST";;
"COMF";"EXPERT COM FISCALE";;
"COMF2";"COM REST JURIFISC";;
"COMI";"COM INFORMATION";;
"COMJ2";"COMJ2 BUREAU JEUNES";;
"COMJF";"COM JURIDIC/FISCALE";;
"COMJJ";"COM JURIFIS GPE JURI";;
"COMJS";"COM JURIFI GPE FISOC";;
"COMJV";"COMJV COM JEUNES VIG";;
"COML1";"COM APP LOC GENERALE";;
"COML2";"COM REST LOCALE";;
"COML3";"COML3";;
"COMP1";"COM PROMO GENERALE";;
"COMP2";"BUREAU COMM PROMO";;
"COMR1";"COMR1";;
"COMR2";"COMR2";;
"COMS";"EXPERT COM SOCIALE";;
"COMT1";"COM TECHNIC GENERALE";;
"COMT2";"COM TECHNIC BUREAU";;
"COMT3";"PROTECTION VIGNOBLE.";;
"COMT4";"MATERIEL VEGETAL";;
"COMT5";"TECHNIQUES CULTURALE";;
"COMT6";"TERROIR";;
"COMT7";"OENOLOGIE";;
"COMV1";"COM VILL AVCOM SYND";;
"COMV2";"COM VILL AVCOM COOP";;
"COMV3";"COM VILL SSCOM SYND";;
"COMV4";"COM VILL SSCOM COOP";;
"COMV5";"COM VILL COMIT REDAC";;
"COMVG";"COM APP VIL GENERALE";;
"COMVT";"COM. VILLAGES TOURN.";;
"CONSO";"CONSO PERSO";"Conso perso";
"COREV";"COREVI COMITE TECHN.";;
"COTI?";"COTI? ATT CONFIR COT";;
"DCD";"DCD DECEDE";"Décédé";1
"DEGM";"DEGUSTATEUR MEMBRE";;
"DEGPM";"DEGUSTATEUR PORTEUR M";;
"DEGT";"DEGUSTATEUR TECHNICIEN";;
"DEGUP";"DEGUSTATEUR USAGER PROD";;
"DEGUS";"ORGANISMES DEGUS";;
"DELAG";"DELEGUE A.G.";;
"DERN";"DERN DERNIER AN EXPL";;
"DF08F";"G FORME 2008 FAIBLE";;
"DIFUS";"DIFUSION";;
"DOC";"DOCUMENTATION";;
"DRAUB";"DR AUBERT";;
"DRCAR";"DR CAROLINE";;
"DRCOS";"DR COSTIERES";;
"DRFER";"DR FERLANDA";;
"DRGUI";"DR GUIGUE";;
"DRHUG";"DR HUGUES";;
"DRLIS";"DR LISON";;
"DRMAR";"DR MARIE";;
"DRMEY";"DR MEYNIER";;
"DRNOU";"DR NOUVEL";;
"DRPIQ";"DR PIQUET";;
"DRPON";"DR PONS";;
"DRSEA";"DR SONIA";;
"DRSEB";"DR BETTON";;
"DRSEP";"DR SEPTENTRIO.";;
"DRSOU";"DR SOUFFLET";;
"DRTRI";"DR TRICASTIN";;
"DRVIL";"DR VILLESSECHE";;
"DRVIV";"DR VIVARAIS";;
"E01";"EMBOUTEILLEUR A FACON MOBILE";;
"E02";"EMBOUTEILLEUR A FACON FIXE";;
"E12";"EMBOUTEILLEUR A FACON MOBILE & F";;
"EXPLC";"EXPLC DONNE EN COMMODAT";;
"EXPLF";"DONNE EN FERMAGE";"Exploite plus";1
"EXPLU";"!!! EXPLOITE PLUS";"Exploite plus";1
"EXVIN";"EXPLOIT ET VINIF";;
"GEADH";"GROUP EMPLOYEU ADHER";;
"GEAGA";"MEMB-GE-ADM";;
"GEAGD";"MEMB-GE-DIR";;
"GEAGP";"MEMB-GE-PRES";;
"GPP07";"GROUPT PRODUCT 07";;
"GPP26";"GROUPT PRODUCT 26";;
"GPP30";"GROUPT PRODUCT 30";;
"GPP84";"GROUPT PRODUCT 84";;
"GPPCP";"GROUPT PRODUCT CPART";;
"HAB14";"HABILITE EN 2014";;
"HAB15";"HABILITE EN 2015";;
"HABIL";"HABIL HABILITE";;
"HABMI";"HABILITE MODIF MINEURE";;
"HABMIN14";"habilite 2014 modif mineure";;
"HABMIN15";"Habilite 2015 modif mineure";;
"HD1";"RAPPORT FIN D'ANNEE";;
"HDAF";"AFRIQUE DU SUD";;
"HDSTG";"HDSTG ST GEORGES";;
"IDCLA";"ADHERENT CLAIRETTE BELLEGARDE";;
"IDCOS";"ADHERENT COSTIERES";;
"IDTRI";"ADHERENT TRICASTIN";;
"IDVIV";"ADHERENT VIVARAIS";;
"IFS01";"INFO SYND VIP";;
"IFS02";"INFO SYND ISOLES";;
"IFS03";"IFS03 COOPERATIVES";;
"INVAG";"INVITE AG SGV";;
"ISOLE";"ADHERENT ISOLE";;
"IVOIR";"ISOLE A CONTACTER";;
"JA14";"JA détecté en 2014";;
"JA15";"JA détecté en 2015";;
"JOAG";"JOURN. AGRONOME";;
"JOAGE";"JOURN. AGENCE PRESSE";;
"JOAGR";"JOURN. AGRICOLE";;
"JOCOR";"CORRESPONDANT";;
"JOCVH";"JOURN. CUIS-VIN-HOT";;
"JODIS";"JOURN. DISTRIBUTION";;
"JODRE";"JOURN. DIRECT. REGIO";;
"JOECO";"JOURN. ECO-AFFAIRES";;
"JOFEF";"JOURN. FEMIN. FAMIL";;
"JOGAS";"JOURN. GASTRONOMIE";;
"JOMTV";"JOURN. MAGAZINE TV";;
"JONEW";"JOURN. NEWS";;
"JOPHO";"JOURN. PHOTOGRAPHE";;
"JOPRO";"JOURN. PRODUITS";;
"JOQTN";"JOURN. QUOTI NATION.";;
"JOQTR";"JOURN. QUOTI REGION.";;
"JORAD";"JOURN. RADIO";;
"JORC";"JOURN. REDACT. CHEF";;
"JOTEL";"JOURN. TELEVISION";;
"JOURN";"JOURNALISTE";;
"JOVIN";"JOURN. VIN/VIGNE";;
"JOVOT";"JOURN. VOYAGES-TOUR.";;
"K201";"NA P/BAUME TRANSIT";;
"K202";"NA P/BOUCHET";;
"K203";"NA P/ROCHEGUDE";;
"K204";"NA P/SOLERIEUX";;
"K205";"NA P/SUZE";;
"K206";"NA P/TULETTE";;
"K220";"K220 NA C/SUZE";;
"K221";"K221 NA P/HERMITAGE";;
"K222";"K222 NA P/CROZES HER";;
"K223";"NA C/STPANTALEON";;
"K224";"NA P/STPANT-ROUSSET";;
"K225";"NA P/MONTBRISON-PEGU";;
"K226";"NA P/TAULIGNAN";;
"K227";"NA C/COSTEBELLE";;
"K228";"NA C/COSTES ROUSSES";;
"K229";"NA C/ROCHEGUDE";;
"K230";"K230 NA C/VINSOBRES";;
"K358";"K358 NA P/COMPS";;
"K359";"NA P/TRESQUES";;
"K360";"K360 NA P/SABRAN";;
"K361";"K361 NA P/REMOULINS";;
"K362";"K362 NA C/MONTFRIN";;
"K363";"K363 NA P/POUZILHAC";;
"K364";"K364 NA P/PONTSTESPR";;
"K365";"K365 NA P/ST.E/SORTS";;
"K366";"K366 NA P/ORSAN";;
"K367";"K367 NA P/CHUSCLAN";;
"K368";"K368 NA P/CAVILLARGU";;
"K369";"K369 NA P/BAGNOLS";;
"K370";"K370 NA P/DOMAZAN";;
"K371";"K371 NA P/ST VICTOR";;
"K372";"K372 NA P/CORNILLON";;
"K373";"K373 NA P/ST.LAU.ARB";;
"K374";"K374 NA P/CODOLET";;
"K375";"K375 NA P/ST GENIES";;
"K376";"K376 NA P/TAVEL";;
"K377";"K377 NA P/LAUDUN";;
"K378";"K378 NA P/ESTEZARGUE";;
"K379";"K379 NA P/MONTFRIN";;
"K380";"NA C/ST.LAU.CAR/STMI";;
"K381";"K381 NA C/REMOULINS";;
"K382";"K382 NA C/ROQUEMAURE";;
"K383";"k383 NA P/VENEJAN";;
"K384";"K384 NA P/ST HILAIRE";;
"k385";"k385 NA C/GAUJAC";;
"K386";"K386 NA P/LIRAC";;
"K692";"K692 NA P/AOC CONDRI";;
"K693";"K693 NA P/AMPUIS";;
"K700";"K700 NA P/ST PERAY";;
"K701";"NA C/SARRAS";;
"K702";"NA C/STJULIENP/BOURG";;
"K703";"NA P/BOURG ST ANDEOL";;
"K712";"K712 NA P/CORNAS";;
"K713";"K713 NA P/ST JOSEPH";;
"K714";"K714 NA C/ST DESIRAT";;
"K840";"NA C/SERIGNAN";;
"K841";"NA P/ST ROMAN MALEGA";;
"K842";"K842 NA C/RICHERENCH";;
"K843";"NA C/GIGONDAS CDR";;
"K844";"NA C/VAISON";;
"K845";"K845 NA P/BEAUMES";;
"K846";"K846 NA P/STE CECILE";;
"K847";"K847 NA C/CAIRANNE";;
"K848";"K848 NA P/RASTEAU";;
"K849";"K849 NA P/GRILLON-RI";;
"K850";"K850 NA C/CECILIA";;
"K851";"K851 NA C/ROAIX.SEGU";;
"K852";"K852 NA P/VISAN";;
"K853";"K853 NA P/VALREAS";;
"K854";"K854 NA C/VISAN";;
"K855";"K855 NA P/SEGURET";;
"K856";"K856 NA P/VIOLES";;
"K857";"K857 NA P/ORANGE";;
"K858";"K858 NA P/CAIRANNE";;
"K859";"K859 NA P/JONQUIERES";;
"K861";"NA C/PUYMERAS";;
"K862";"K862 NA P/MONDRAGON";;
"K863";"K863 NA P/TRAVAILLAN";;
"K864";"K864 NA P/FAUCONPUYS";;
"K865";"K865 NA P/VAISON LA";;
"K866";"K866 NA P/VILLEDIEU";;
"K867";"K867 NA P/ROAIX";;
"K868";"K868 NA C/SABLET";;
"K869";"K869 NA P/SABLET";;
"K870";"NA P/VACQ CDR";;
"K871";"K871 NA P/GIG LOC";;
"K872";"NA C/VALREAS";;
"K873";"NA C/VIGN STE CECILE";;
"K874";"NA P/VACQ AOC LOC";;
"K875";"K875 NA P/CH9GADAGNE";;
"K876";"K876 NA C/STMAURICE";;
"K877";"NA C/GIGONDA/GIGONDA";;
"K878";"K878 NA P/SIDVAOC";;
"K959";"K959 NA C/TRESQUES";;
"KISOR";"KISOR ISOLE RETICENT";;
"KRESP";"RESP NON ADHERENT";;
"KVINI";"NA VINIFICATEUR";;
"LABO";"LABO. OENOLOGIQUE";;
"LABOD";"LABO. DEGUS";;
"LCG";"Liste de Cathy";;
"LET E";"CAVE EXT. PROD. INT.";;
"LET I";"CAVE INT. PROD. EXT.";;
"LETIE";"CAVE INT. CAVE EXT.";;
"MAIRE";"MAIRIE COMMUNE CDR";;
"MAN13";"MANQUEMENT 2013";;
"NEGOC";"ADH SYN NEG";;
"NMAIL";"NON MAILING";;
"NON";"NON";;
"NONCO";"COMMERCIALISE PAS";;
"NPADO";"NE PAS ANN. DOUBLON";;
"NPP06";"NON REGLE 06 PARTIE";;
"NR.03";"NON REGLE COTI.03";;
"NR.04";"NON REGLE COTI.04";;
"NR.05";"NON REGLE COTI.05";;
"NR.06";"NON REGLE COTI.06";;
"NR.07";"NON REGLE COTI.07";;
"NRP03";"NON REGLE 03 PARTIE";;
"NRP04";"NON REGLE 04 PARTIE";;
"NRP05";"NON REGLE 05 PARTIE";;
"NRP06";"NON REGLE 06 PARTIE";;
"NRPOK";"NR/K PARTIE OK";;
"NVINI";"NVINI VINIFICATEUR";"Négociant vinificateur";
"NVNEG";"OPERATEUR NEGOCE ODG";;
"OGAF";"TERRASSES DU RHONE";;
"OGAF1";"COMITE PILOTAG OGAF";;
"OIK14";"Envoyé à OI pour manqt";;
"OIK15";"Envoyé à OI pour manqt";;
"OIVR";"OIVR CONTROLE HAB";;
"OIVR14";"controle hab 2014 pour OIVR";;
"OIVR15";"Controle hab 2015 pour OIVR";;
"OP05-2014";"PARCELLE HORS AIRE";;
"OP09-2014";"NON RESPECT D ENCEP 2014";;
"ORGRA";"ORG. DE RATTACHEMENT";;
"PBAIL";"BAILLEUR";;
"PE";"PE PART. EMBOUT.";;
"PINST";"PEPINIERISTE";;
"PPC07";"CONS. REG ARDECHE";;
"PPC26";"CONS. REG DROME";;
"PPC30";"CONS. REG GARD";;
"PPC42";"CONS. REG LOIRE";;
"PPC69";"CONS. REG RHONE";;
"PPC84";"CONS. REG VAUCLUSE";;
"PPCGE";"CONSEIL. GENERAUX";;
"PPCR";"PT CONS REG";;
"PPDAR";"DR AGRI REG";;
"PPDEP";"DEPUTE";;
"PPPAD";"PT COM AGRI DEP";;
"PPPAR";"PT COM AGRI REG";;
"PCR1618";"Inscrit plan collectif 2016 2018";"Inscrit plan collectif 2016 2018";
"PPPCR";"PT CONS REG";;
"PPPRF";"PREFET";;
"PPSEN";"SENATEUR";;
"PRESL";"PRESID SYN AP LOCALE";;
"PRESS";"PRESSE";;
"PRESV";"PRES. VILLAGE COMMU.";;
"PRO01";"PRO01 PRO CDR";;
"PRO04";"PRO04 PRO VILLAGES";;
"PRO06";"PRO06 PRO VILL BLANC";;
"PRO07";"PRO07 PRO LIRAC";;
"PRO11";"PRO11 PRO TAVEL";;
"PRO13";"PRO13 PRO PRIMEUR";;
"PRO16";"PRO16 PRO CHATEAU9";;
"PRO18";"PRO18 PRO GIGONDAS";;
"PRO19";"PRO19 PRO CORNAS";;
"PRO20";"PRO20 PRO ST JOSEPH";;
"PRO22";"PRO22 PRO ST PERAY";;
"PRO24";"PRO24 PRO CONDRIEU";;
"PRO25";"PRO25 PRO COTE ROTIE";;
"PRO26";"PRO26 PRO CROZES HER";;
"PRO28";"PRO28 PRO HERMITAGE";;
"PRO30";"PRO30 PRO CH.GRILLET";;
"PRO31";"PRO31 PRO VACQUEYRAS";;
"pro33";"PRO33 VDN BEAUMES";;
"PRO34";"PRO34 VDN RASTEAU";;
"PRO35";"PRO35 PRO BEAUMES";;
"PRO37";"PRO37 PRO VINSOBRES";;
"PRO38";"PRO38  PRO RASTEAU";;
"PRO39";"PRO39 CDR CERTIF BIO";;
"PRO40";"PRO40 CDR CONV BIO";;
"PRO41";"PRO41 VIL CERTIF BIO";;
"PRO42";"PRO42 VIL CONV BIO";;
"PVENF";"VENDANGE FRAICHE";;
"PVRAC";"PVRAC PRO VRAC";;
"QDELR";"QDELG DELEGUE REG";;
"QDIAD";"QDIAD DIRECT ADM.";;
"QDIRA";"QDIRA DIR-ADJOINT";;
"QDIRE";"DIRECTEUR";;
"QGERA";"QGERA GERANT";;
"QGMAI";"QGMAI GRAND MAITRE";;
"QINSP";"QINSP INSPECTEUR";;
"QPRES";"PRESIDENT";;
"QRESP";"QRESP RESPONSABLE";;
"QSECR";"QSECR SECRETAIRE";;
"QTRES";"QTRES TRESORIER";;
"QVPRE";"QVPRE VICE-PRESIDENT";;
"RADIO";"RADIO";;
"RDUDA";"RDUDA APPORTS";;
"RDUDB";"RDUDB EMBALLAGES";;
"REFUS";"REFUS HABILITATION CDR";;
"REFUSV";"REFUS HABILITATION VILLAGES";;
"REPRI";"S PAR CI DESSUS";;
"RESP";"RESPONSABLE";;
"RESTO";"RESTAURANT";;
"RETRA";"RETRAITE";"Exploite plus";1
"SCT01";"SCT BOURG ST ANDEOL";;
"SCT02";"SCT PONT ST ESPRIT";;
"SCT03";"SCT SABRAN";;
"SCT04";"SCT BAGNOLS SUR CEZE";;
"SCT05";"SCT ROQUEMAURE";;
"SCT06";"SCT ESTEZARGUES";;
"SCT07";"SCT VALREAS";;
"SCT08";"SCT VISAN";;
"SCT09";"SCT SUZE LA ROUSSE";;
"SCT10";"SCT NYONS";;
"SCT11";"SCT STE CECILE LES V";;
"SCT12";"SCT SERIGNAN";;
"SCT13";"SCT VAISON LA ROMAIN";;
"SCT14";"SCT BEAUMES DE VENIS";;
"SCT15";"SCT ORANGE";;
"SCT16";"SCT CHATEAUNEUF DE G";;
"SE-AG";"SE-AG ASSEMBLEE GENE";;
"SE-BU";"MEMBRE BUREAU SUDEST";;
"SE-CA";"SE-CA CONSEIL ADMINI";;
"SE-CN";"DESTI CNAOC INFOS";;
"SE-DI";"SE-DI DIFFUSIONS";;
"SE-IN";"SE-IN INVITES";;
"SE-PR";"SE-PR PRESIDENT";;
"SE-SY";"SE-SY SYNDICAT";;
"SGVCO";"SGVCO-CORRESPONDANTE";;
"SGVGP";"GROUPEMENT EMPLOYEUR";;
"SGVPE";"SGVPE PERSONNEL";;
"STOCK";"STOCK";"Stock";
"STOCO";"STOCK COSTIERES";;
"STOTR";"STOCK TRICASTIN";;
"STOUN";"STOCK SEUL";;
"STOVI";"STOCK VIVARAIS";;
"SUAGE";"SUP/AGENCE DE PRESSE";;
"SUAGR";"SUP/AGRICOLE";;
"SUCVH";"SUP/CUISI-VIN-HOTEL.";;
"SUDIS";"SUP/DISTRIBUTION";;
"SUECO";"SUP/ECO ET AFFAIRES";;
"SUFEF";"SUP/FEMIN. FAMILIALE";;
"SUITE";"REPRENEUR";;
"SUMTV";"SUP/MAGAZINE TV";;
"SUNEW";"SUP/NEWS";;
"SUQTN";"SUP/QUOTI. NATIONAL";;
"SUQTR";"SUP/QUOTI. REGIONAL";;
"SURAD";"SUP/RADIO";;
"SUSP14";"SUSP14 SUSPENDU 2014";;
"SUSP15";"SUSP15 SUSPENDU 2015";;
"SUSRE";"RETRAIT INAO";"Retrait INAO";
"SUSRE2015";"RETRAIT INAO";"Retrait INAO";
"SUSRE2016";"RETRAIT INAO";"Retrait INAO";
"SUSRE2017";"RETRAIT INAO";"Retrait INAO";
"SUTEL";"SUP/TELEVISION";;
"SUVIN";"SUP/VIN-VIGNE";;
"SUVIS";"SUP/VIN-VIGNE SYNDIC";;
"SUVOT";"SUP/VOYAGES-TOURISME";;
"SYN";"SYN SYND. DE BASE";;
"SYNEX";"SYNEX SYN. EXTERIEUR";;
"SYNSS";"SYND SOUS STRUCT";;
"TAP13";"Affect parc. Tirage sort 2013";;
"TAP14";"Affec. parc. tirage au sort 2014";;
"TDADH";"CLAIRDIE ADHERENT";;
"TDADM";"CLAIRDIE ADMINISTRAT";;
"TDDIV";"TDDIV DIVERS";;
"TDUVC";"CLAIRDIE ADH COOP";;
"TDUVP";"CLAIRDIE ADH PART.";;
"tech14";"Controle hab 2014 pour serv tech";;
"TECH15";"Controle hab 2015 pour serv tech";;
"TECHN";"TECHN CONTROLE HAB";;
"TECHN2";"TECHN 2e CONTROLE HAB";;
"TGVA";"ADHERENT TGV";;
"TGVB";"TGV INVITE ASS. GENE";;
"TGVCA";"ADMINISTR. TGV";;
"TIADH";"TRICASTIN ADHERENT";;
"TINAD";"TRICASTIN NON ADHER";;
"TIPTI";"TRICASTIN PETITS";;
"TIUVC";"TRICASTIN U.V. COOP";;
"TIUVP";"TRICASTIN U.V. PARTI";;
"TRICP";"CAVE PART TRICASTIN";;
"TSADH";"COSTIERES ADHERENTS";;
"TSDIV";"COSTIERES DIVERS";;
"TSUVC";"COSTIERES COOPERATIV";;
"TSUVP";"COSTIERES PARTICULIE";;
"TXADH";"VENTOUX ADHERENT";;
"TXUVC";"VENTOUX COOPERATIVE";;
"TXUVP";"VENTOUX PARTICULIER";;
"VDT";"PRO VIN DE TABLE";;
"vivcp";"VIVCP CAVE PART VIVARAIS";;
"VX";"VOEUX";;
"W+001";"GROUPE VIP";;
"W+002";"GROUPE RESP PROF";;
"W+003";"GROUPE ADHERENTS";;
"W+004";"GROUPE PROD";;
"W-000";"PAS MONAOC";;
"W-001";"NON GPE ABO INTERNET";;
"W-002";"NON GROUPE RESP PROF";;
"W-003";"NON GROUPE ADHERENTS";;
"W-004";"NON GROUPE PROD";;
"ZDAIR";"ZONE DEL. AIRE CDR";;
"ZDVC1";"ZONE VITICOLE C1A";;
"ZDVC2";"ZONE VITICOLE C2";;
